venta_id,cliente_id,producto_id,cantidad,fecha
1807,731,133,3,2022-07-28
1808,109,23,4,2022-12-11
1809,279,137,1,2022-02-10
1810,686,58,4,2022-04-25
1811,328,187,4,2022-04-10
1812,776,182,3,2022-12-11
1813,315,46,2,2022-12-15
1814,474,22,4,2022-05-19
1815,111,192,3,2022-11-12
1816,699,8,3,2022-11-20
1817,781,123,2,2022-11-30
1818,935,20,3,2022-10-29
1819,229,179,2,2022-10-21
1820,497,78,1,2022-01-17
1821,156,39,4,2022-11-18
1822,473,37,3,2022-10-19
1823,701,178,1,2022-03-15
1824,272,162,3,2022-09-20
1825,887,75,3,2022-01-16
1826,2,118,1,2022-01-14
1827,758,104,3,2022-12-02
1828,722,161,3,2022-10-08
1829,511,31,1,2022-12-27
1830,913,123,3,2022-01-04
1831,286,54,2,2022-05-07
1832,871,172,3,2022-11-08
1833,13,34,4,2022-01-06
1834,608,199,3,2022-05-09
1835,498,122,4,2022-08-20
1836,733,113,4,2022-11-09
1837,238,62,3,2022-07-14
1838,94,23,1,2022-03-06
1839,338,46,2,2022-11-17
1840,781,56,2,2022-04-13
1841,171,135,3,2022-10-04
1842,981,118,1,2022-06-07
1843,606,189,1,2022-08-12
1844,661,131,2,2022-10-16
1845,624,166,1,2022-10-05
1846,567,162,3,2022-07-01
1847,849,113,3,2022-01-04
1848,936,44,1,2022-08-03
1849,467,128,3,2022-08-05
1850,628,108,4,2022-07-28
1851,143,158,2,2022-03-15
1852,201,17,3,2022-08-15
1853,180,59,1,2022-04-03
1854,714,138,2,2022-03-06
1855,364,99,3,2022-11-17
1856,479,84,2,2022-01-10
1857,565,146,1,2022-10-30
1858,471,45,4,2022-11-18
1859,384,108,4,2022-11-01
1860,692,187,3,2022-10-05
1861,926,62,4,2022-03-27
1862,417,59,3,2022-01-26
1863,825,177,2,2022-08-06
1864,308,191,3,2022-04-05
1865,649,160,3,2022-09-01
1866,694,138,3,2022-04-17
1867,367,11,4,2022-09-05
1868,1,102,3,2022-01-14
1869,44,70,1,2022-06-10
1870,739,123,3,2022-03-12
1871,843,190,2,2022-06-01
1872,98,175,1,2022-03-16
1873,720,34,2,2022-08-03
1874,265,101,2,2022-02-20
1875,800,145,2,2022-05-23
1876,783,104,1,2022-02-05
1877,140,182,1,2022-06-16
1878,481,40,4,2022-08-24
1879,237,19,1,2022-09-17
1880,974,67,3,2022-07-11
1881,953,82,2,2022-07-21
1882,904,181,4,2022-09-19
1883,72,64,1,2022-07-04
1884,667,83,2,2022-06-07
1885,190,47,1,2022-09-03
1886,268,6,4,2022-04-20
1887,321,16,1,2022-04-09
1888,107,200,1,2022-08-29
1889,232,146,2,2022-07-21
1890,42,180,3,2022-05-02
1891,702,176,1,2022-04-27
1892,883,171,4,2022-04-06
1893,139,39,1,2022-08-22
1894,615,177,1,2022-03-08
1895,683,113,3,2022-08-06
1896,863,140,2,2022-01-15
1897,273,138,4,2022-09-30
1898,481,71,2,2022-08-07
1899,416,110,2,2022-10-01
1900,506,55,2,2022-05-27
1901,733,129,1,2022-11-28
1902,725,49,3,2022-12-10
1903,853,164,1,2022-06-01
1904,424,21,4,2022-12-13
1905,407,37,3,2022-10-31
1906,568,116,2,2022-01-15
1907,390,24,3,2022-12-20
1908,342,55,4,2022-03-25
1909,946,25,1,2022-07-11
1910,614,135,1,2022-02-10
1911,933,127,2,2022-12-18
1912,493,93,1,2022-11-20
1913,192,94,1,2022-09-18
1914,499,71,4,2022-11-05
1915,822,199,3,2022-05-16
1916,712,122,1,2022-10-05
1917,233,24,4,2022-04-16
1918,945,11,4,2022-01-07
1919,227,73,2,2022-10-29
1920,371,12,4,2022-01-30
1921,139,35,2,2022-05-06
1922,856,191,1,2022-12-23
1923,817,196,2,2022-03-20
1924,149,185,4,2022-03-08
1925,115,141,3,2022-01-23
1926,450,23,3,2022-07-08
1927,63,83,1,2022-03-15
1928,104,167,1,2022-01-05
1929,851,88,3,2022-03-23
1930,871,80,2,2022-01-25
1931,668,97,1,2022-09-21
1932,273,140,4,2022-01-02
1933,6,34,1,2022-10-05
1934,147,199,2,2022-11-24
1935,184,75,1,2022-12-09
1936,998,159,4,2022-08-12
1937,28,128,4,2022-03-13
1938,962,190,4,2022-03-09
1939,550,141,2,2022-11-16
1940,119,31,2,2022-04-04
1941,293,130,4,2022-01-19
1942,371,103,4,2022-05-08
1943,244,15,2,2022-12-09
1944,580,57,2,2022-03-23
1945,726,75,2,2022-09-11
1946,218,34,3,2022-08-09
1947,177,103,2,2022-12-09
1948,299,196,4,2022-04-07
1949,676,75,3,2022-02-21
1950,58,29,2,2022-06-24
1951,269,194,4,2022-12-04
1952,308,16,1,2022-07-01
1953,570,167,3,2022-12-19
1954,288,77,4,2022-04-25
1955,977,37,1,2022-12-14
1956,105,81,4,2022-01-01
1957,228,149,2,2022-03-04
1958,247,172,2,2022-09-05
1959,700,124,1,2022-08-19
1960,494,19,2,2022-08-14
1961,83,199,4,2022-01-19
1962,186,102,1,2022-01-31
1963,252,136,4,2022-11-29
1964,355,77,4,2022-05-01
1965,750,194,4,2022-01-24
1966,872,41,2,2022-11-21
1967,696,198,2,2022-07-30
1968,796,61,4,2022-06-10
1969,897,26,3,2022-09-12
1970,938,71,4,2022-02-28
1971,210,103,4,2022-04-24
1972,816,70,1,2022-06-09
1973,808,107,4,2022-08-08
1974,609,157,2,2022-12-23
1975,447,107,1,2022-06-18
1976,460,103,3,2022-01-12
1977,968,194,1,2022-08-30
1978,472,19,3,2022-05-19
1979,720,68,1,2022-04-07
1980,370,186,1,2022-05-27
1981,900,70,3,2022-07-01
1982,934,113,2,2022-02-26
1983,492,57,2,2022-02-11
1984,923,165,2,2022-12-20
1985,137,61,1,2022-07-18
1986,367,92,4,2022-01-31
1987,912,30,1,2022-06-29
1988,184,199,4,2022-01-02
1989,588,153,4,2022-10-15
1990,287,127,2,2022-05-18
1991,472,193,4,2022-04-15
1992,375,115,1,2022-08-06
1993,654,6,1,2022-08-10
1994,749,18,2,2022-11-27
1995,537,10,3,2022-04-15
1996,511,92,1,2022-05-07
1997,802,139,4,2022-09-22
1998,579,193,1,2022-07-19
1999,250,77,1,2022-09-09
2000,920,101,1,2022-01-15
2001,510,84,3,2022-08-14
2002,630,193,4,2022-12-19
2003,73,52,2,2022-04-15
2004,282,195,1,2022-08-21
2005,916,31,4,2022-11-15
2006,960,145,4,2022-08-07
2007,360,183,2,2022-10-04
2008,10,110,1,2022-09-18
2009,211,93,3,2022-12-07
2010,835,164,4,2022-12-02
2011,152,154,2,2022-07-09
2012,5,53,3,2022-07-17
2013,195,145,4,2022-12-19
2014,954,86,1,2022-10-04
2015,283,153,4,2022-12-02
2016,464,2,3,2022-02-08
2017,113,86,3,2022-06-11
2018,271,133,1,2022-05-01
2019,163,4,1,2022-09-19
2020,460,164,2,2022-08-04
2021,105,6,1,2022-11-08
2022,693,149,2,2022-02-18
2023,556,118,3,2022-04-02
2024,282,89,3,2022-05-09
2025,687,154,4,2022-11-17
2026,162,183,4,2022-01-28
2027,983,167,2,2022-12-22
2028,351,161,1,2022-05-28
2029,434,14,1,2022-11-24
2030,852,56,4,2022-03-06
2031,140,81,3,2022-08-06
2032,471,149,2,2022-02-20
2033,132,46,3,2022-11-01
2034,87,144,3,2022-03-15
2035,688,16,1,2022-07-18
2036,183,120,2,2022-07-11
2037,368,84,3,2022-07-08
2038,129,157,4,2022-01-12
2039,246,8,4,2022-08-27
2040,601,88,1,2022-12-26
2041,578,131,4,2022-03-22
2042,670,19,4,2022-09-27
2043,899,97,3,2022-10-17
2044,378,66,4,2022-02-17
2045,149,79,4,2022-11-13
2046,985,86,3,2022-07-28
2047,852,124,1,2022-02-04
2048,433,150,1,2022-04-29
2049,628,46,2,2022-03-06
2050,726,113,4,2022-11-11
2051,469,91,3,2022-08-30
2052,446,141,2,2022-02-05
2053,481,33,1,2022-09-09
2054,884,133,1,2022-08-31
2055,294,77,3,2022-02-11
2056,765,155,2,2022-03-10
2057,143,121,2,2022-04-17
2058,250,128,3,2022-02-08
2059,878,78,3,2022-03-10
2060,948,152,2,2022-06-29
2061,975,67,1,2022-01-12
2062,302,115,4,2022-12-05
2063,25,63,1,2022-07-23
2064,789,113,3,2022-02-05
2065,984,94,2,2022-05-06
2066,889,48,2,2022-03-04
2067,890,191,4,2022-11-28
2068,901,12,2,2022-03-23
2069,70,156,4,2022-11-03
2070,625,172,1,2022-10-26
2071,875,171,1,2022-02-03
2072,112,145,2,2022-08-28
2073,364,40,2,2022-04-07
2074,303,177,3,2022-02-18
2075,471,85,3,2022-05-26
2076,964,57,2,2022-05-05
2077,91,87,2,2022-07-08
2078,530,84,1,2022-02-26
2079,661,192,2,2022-12-15
2080,988,185,3,2022-04-19
2081,739,121,1,2022-01-05
2082,726,74,4,2022-01-24
2083,872,107,3,2022-08-09
2084,663,124,3,2022-11-11
2085,192,198,1,2022-10-21
2086,963,100,4,2022-01-10
2087,552,43,3,2022-06-14
2088,242,119,2,2022-08-03
2089,138,23,3,2022-05-06
2090,345,155,1,2022-09-24
2091,180,186,1,2022-10-07
2092,712,37,1,2022-03-29
2093,503,134,3,2022-04-24
2094,203,65,4,2022-01-21
2095,573,134,2,2022-05-28
2096,192,178,1,2022-09-02
2097,5,22,4,2022-09-23
2098,890,105,2,2022-08-05
2099,237,88,1,2022-08-28
2100,693,153,2,2022-08-20
2101,311,125,2,2022-08-20
2102,549,79,4,2022-08-30
2103,56,90,2,2022-07-09
2104,443,200,1,2022-08-17
2105,237,51,4,2022-03-07
2106,870,176,3,2022-10-06
2107,861,102,3,2022-09-26
2108,197,198,4,2022-07-28
2109,585,106,3,2022-01-16
2110,571,193,2,2022-10-24
2111,752,60,1,2022-08-08
2112,514,46,2,2022-09-14
2113,449,36,4,2022-09-25
2114,360,186,1,2022-08-17
2115,700,166,4,2022-04-29
2116,819,11,4,2022-06-27
2117,30,12,4,2022-01-20
2118,779,170,2,2022-02-05
2119,988,39,1,2022-12-01
2120,108,199,1,2022-04-18
2121,844,139,1,2022-07-08
2122,935,36,2,2022-06-27
2123,602,52,3,2022-04-06
2124,717,31,2,2022-11-11
2125,891,33,2,2022-01-20
2126,968,141,4,2022-06-13
2127,959,146,1,2022-04-07
2128,960,169,1,2022-05-23
2129,445,58,3,2022-03-03
2130,893,184,3,2022-08-30
2131,438,152,4,2022-08-26
2132,732,128,1,2022-05-11
2133,890,31,3,2022-04-03
2134,606,55,3,2022-04-01
2135,457,10,1,2022-05-13
2136,615,188,2,2022-05-03
2137,735,130,3,2022-12-08
2138,698,15,1,2022-04-28
2139,981,3,3,2022-07-17
2140,696,43,4,2022-10-09
2141,495,159,3,2022-01-01
2142,674,198,1,2022-07-30
2143,247,67,3,2022-09-20
2144,543,56,4,2022-11-28
2145,564,63,4,2022-07-31
2146,857,15,3,2022-03-28
2147,588,109,3,2022-06-02
2148,897,116,4,2022-12-16
2149,439,92,4,2022-07-06
2150,278,138,2,2022-03-02
2151,552,166,2,2022-10-12
2152,613,47,4,2022-04-05
2153,111,57,3,2022-10-01
2154,385,50,1,2022-02-10
2155,833,71,3,2022-05-27
2156,761,143,3,2022-09-03
2157,191,146,2,2022-05-12
2158,490,82,2,2022-10-24
2159,694,116,2,2022-05-03
2160,426,105,4,2022-05-23
2161,405,88,4,2022-07-01
2162,335,2,3,2022-07-11
2163,209,104,3,2022-07-26
2164,22,84,1,2022-08-19
2165,678,43,3,2022-01-22
2166,611,154,3,2022-03-21
2167,208,71,2,2022-05-10
2168,8,166,2,2022-10-19
2169,702,94,2,2022-10-03
2170,687,42,2,2022-11-19
2171,785,133,2,2022-02-24
2172,529,139,1,2022-03-07
2173,602,65,1,2022-08-15
2174,653,34,1,2022-01-26
2175,657,120,2,2022-09-10
2176,166,1,4,2022-07-16
2177,849,130,2,2022-05-10
2178,496,148,2,2022-08-31
2179,590,61,1,2022-11-08
2180,429,149,2,2022-07-31
2181,774,88,1,2022-07-09
2182,163,68,2,2022-10-17
2183,366,127,3,2022-08-14
2184,526,140,4,2022-09-03
2185,239,22,4,2022-02-25
2186,72,148,1,2022-02-24
2187,445,82,3,2022-10-03
2188,655,129,4,2022-11-02
2189,822,30,1,2022-12-06
2190,509,126,2,2022-06-02
2191,795,97,2,2022-02-22
2192,269,24,3,2022-04-21
2193,753,14,4,2022-07-23
2194,415,36,2,2022-04-22
2195,245,197,1,2022-11-21
2196,675,24,2,2022-09-15
2197,60,188,2,2022-01-16
2198,6,95,4,2022-12-16
2199,709,55,4,2022-06-15
2200,982,24,1,2022-10-28
2201,570,152,3,2022-10-07
2202,817,182,3,2022-06-07
2203,407,26,2,2022-09-06
2204,217,194,1,2022-06-30
2205,930,80,3,2022-07-10
2206,26,166,3,2022-05-19
2207,815,65,2,2022-03-19
2208,5,75,1,2022-12-02
2209,986,179,3,2022-02-19
2210,532,163,4,2022-03-26
2211,390,43,4,2022-07-02
2212,710,29,2,2022-07-02
2213,571,165,2,2022-01-04
2214,448,81,2,2022-11-13
2215,754,186,2,2022-04-21
2216,146,54,3,2022-11-30
2217,388,39,1,2022-12-05
2218,785,42,2,2022-09-08
2219,249,156,2,2022-05-13
2220,526,29,3,2022-04-10
2221,462,171,2,2022-06-21
2222,13,131,2,2022-10-14
2223,903,138,1,2022-04-29
2224,384,187,4,2022-12-16
2225,556,142,2,2022-06-24
2226,887,175,3,2022-01-30
2227,399,42,1,2022-02-24
2228,19,94,3,2022-12-27
2229,575,160,1,2022-07-15
2230,491,32,1,2022-02-10
2231,751,170,2,2022-06-22
2232,419,160,2,2022-11-26
2233,337,26,2,2022-08-07
2234,419,115,4,2022-07-27
2235,915,129,4,2022-06-07
2236,916,56,3,2022-11-29
2237,612,122,2,2022-08-16
2238,675,106,4,2022-03-26
2239,928,130,2,2022-06-22
2240,122,81,4,2022-09-02
2241,432,158,4,2022-12-26
2242,44,120,1,2022-06-22
2243,872,199,2,2022-12-01
2244,920,52,2,2022-07-31
2245,317,91,4,2022-03-25
2246,381,137,2,2022-06-22
2247,145,22,4,2022-07-02
2248,327,34,2,2022-05-13
2249,363,110,1,2022-10-15
2250,50,49,2,2022-09-19
2251,65,129,1,2022-12-16
2252,355,73,3,2022-10-09
2253,800,84,2,2022-10-20
2254,164,53,2,2022-09-26
2255,141,100,2,2022-12-15
2256,966,124,1,2022-07-16
2257,826,168,2,2022-01-25
2258,128,45,2,2022-05-21
2259,398,196,4,2022-08-11
2260,933,137,3,2022-01-20
2261,880,105,1,2022-09-04
2262,463,150,4,2022-11-24
2263,751,146,1,2022-07-20
2264,836,106,4,2022-04-25
2265,808,43,3,2022-07-08
2266,187,167,4,2022-01-26
2267,720,134,1,2022-02-23
2268,732,48,2,2022-06-19
2269,912,126,2,2022-01-11
2270,190,7,3,2022-01-27
2271,388,197,1,2022-12-16
2272,429,16,1,2022-03-24
2273,858,129,1,2022-10-17
2274,284,115,3,2022-02-07
2275,864,37,2,2022-03-28
2276,237,165,4,2022-11-17
2277,194,125,3,2022-06-05
2278,287,81,4,2022-11-04
2279,771,192,2,2022-10-13
2280,758,62,3,2022-07-05
2281,136,72,2,2022-07-01
2282,792,189,4,2022-05-23
2283,783,125,1,2022-07-25
2284,171,161,1,2022-05-22
2285,159,66,4,2022-07-04
2286,201,30,1,2022-08-29
2287,487,20,4,2022-01-08
2288,557,188,3,2022-03-13
2289,962,82,3,2022-10-15
2290,776,107,3,2022-04-05
2291,583,152,1,2022-06-06
2292,504,132,2,2022-02-10
2293,876,37,1,2022-11-27
2294,371,132,1,2022-10-28
2295,103,77,2,2022-09-26
2296,125,89,2,2022-06-04
2297,313,146,2,2022-10-02
2298,976,88,2,2022-06-03
2299,995,194,1,2022-02-22
2300,798,176,4,2022-06-28
2301,458,33,3,2022-08-28
2302,230,58,4,2022-05-17
2303,658,28,1,2022-09-12
2304,882,35,2,2022-08-12
2305,197,125,3,2022-06-29
2306,885,138,3,2022-07-01
2307,733,65,4,2022-09-16
2308,423,42,1,2022-08-31
2309,572,85,1,2022-04-06
2310,610,137,1,2022-07-16
2311,171,188,3,2022-01-14
2312,382,111,4,2022-04-30
2313,173,15,3,2022-09-26
2314,663,185,3,2022-06-20
2315,453,69,2,2022-03-13
2316,350,105,4,2022-06-28
2317,902,150,2,2022-06-19
2318,952,64,1,2022-06-08
2319,634,41,3,2022-06-03
2320,494,71,4,2022-03-23
2321,620,56,1,2022-02-26
2322,4,151,4,2022-01-07
2323,93,25,3,2022-04-22
2324,919,105,4,2022-02-17
2325,6,134,1,2022-03-21
2326,288,119,2,2022-11-12
2327,618,162,3,2022-02-02
2328,146,191,2,2022-04-25
2329,783,9,3,2022-01-03
2330,424,60,1,2022-01-04
2331,890,125,3,2022-12-22
2332,608,49,2,2022-09-17
2333,457,51,3,2022-02-11
2334,741,188,1,2022-01-09
2335,202,70,3,2022-11-03
2336,212,37,2,2022-05-25
2337,6,31,1,2022-04-07
2338,624,169,2,2022-10-03
2339,376,62,3,2022-05-22
2340,891,93,4,2022-10-05
2341,447,186,2,2022-01-27
2342,835,14,3,2022-02-12
2343,106,164,4,2022-05-11
2344,651,164,4,2022-08-04
2345,811,79,1,2022-04-04
2346,401,8,4,2022-01-08
2347,96,154,2,2022-03-27
2348,388,36,2,2022-12-11
2349,959,48,4,2022-05-18
2350,452,85,3,2022-09-03
2351,849,28,2,2022-01-21
2352,809,196,2,2022-09-22
2353,979,190,1,2022-05-28
2354,901,51,3,2022-07-03
2355,416,104,4,2022-08-15
2356,726,170,3,2022-10-19
2357,504,101,1,2022-02-05
2358,454,29,1,2022-09-03
2359,291,127,3,2022-03-14
2360,534,82,1,2022-05-30
2361,193,10,1,2022-01-01
2362,980,106,1,2022-03-10
2363,150,167,3,2022-10-20
2364,880,1,1,2022-08-18
2365,759,39,4,2022-07-30
2366,779,21,4,2022-03-13
2367,973,65,2,2022-12-29
2368,763,15,4,2022-04-06
2369,515,132,2,2022-03-25
2370,393,188,3,2022-08-16
2371,316,61,1,2022-10-26
2372,76,148,4,2022-08-24
2373,599,138,2,2022-10-20
2374,270,87,3,2022-08-10
2375,225,105,2,2022-08-11
2376,530,34,1,2022-10-08
2377,113,124,4,2022-08-09
2378,251,110,3,2022-08-04
2379,233,176,2,2022-08-19
2380,841,33,3,2022-06-18
2381,791,98,2,2022-11-25
2382,714,61,2,2022-02-11
2383,83,10,1,2022-09-15
2384,125,182,1,2022-07-15
2385,175,84,2,2022-04-06
2386,69,65,4,2022-11-13
2387,47,77,3,2022-01-14
2388,884,1,3,2022-04-23
2389,256,133,1,2022-03-18
2390,727,80,4,2022-10-04
2391,30,15,2,2022-11-16
2392,281,28,1,2022-06-09
2393,924,23,2,2022-11-09
2394,994,109,2,2022-04-29
2395,237,107,1,2022-06-10
2396,248,145,4,2022-11-04
2397,368,113,3,2022-12-17
2398,495,98,1,2022-05-26
2399,25,141,4,2022-06-12
2400,586,142,2,2022-06-28
2401,718,139,1,2022-03-30
2402,490,28,3,2022-08-11
2403,494,42,3,2022-09-23
2404,314,99,2,2022-08-27
2405,606,61,1,2022-11-04
2406,375,123,3,2022-02-03
2407,639,64,1,2022-06-16
2408,937,31,3,2022-05-05
2409,25,81,2,2022-08-12
2410,334,10,2,2022-05-30
2411,355,8,1,2022-07-08
2412,116,149,4,2022-02-12
2413,48,59,4,2022-01-29
2414,738,178,2,2022-12-28
2415,778,197,3,2022-04-30
2416,99,198,4,2022-12-03
2417,459,30,2,2022-01-31
2418,523,145,3,2022-06-30
2419,597,20,3,2022-06-11
2420,405,48,4,2022-05-08
2421,214,130,2,2022-09-12
2422,685,37,3,2022-10-21
2423,903,129,3,2022-12-23
2424,503,132,1,2022-09-11
2425,721,100,1,2022-05-10
2426,448,54,4,2022-01-12
2427,894,122,1,2022-02-04
2428,576,25,2,2022-07-17
2429,258,131,4,2022-09-05
2430,844,9,4,2022-04-20
2431,121,34,1,2022-11-24
2432,810,43,3,2022-09-02
2433,978,74,2,2022-09-07
2434,54,94,2,2022-11-13
2435,331,22,2,2022-06-12
2436,784,70,4,2022-02-17
2437,241,130,2,2022-03-12
2438,755,94,3,2022-05-14
2439,530,194,3,2022-08-27
2440,483,32,1,2022-03-09
2441,187,106,2,2022-10-05
2442,858,144,4,2022-02-01
2443,656,1,1,2022-05-03
2444,262,72,3,2022-01-22
2445,953,176,2,2022-06-04
2446,364,50,3,2022-04-20
2447,491,141,1,2022-09-28
2448,431,15,3,2022-10-27
2449,239,53,2,2022-04-25
2450,304,172,2,2022-08-08
2451,298,8,1,2022-08-18
2452,76,74,2,2022-09-09
2453,700,46,3,2022-09-06
2454,333,69,3,2022-01-09
2455,900,114,4,2022-02-03
2456,999,147,4,2022-08-16
2457,758,166,4,2022-03-14
2458,642,123,3,2022-10-28
2459,474,139,3,2022-07-31
2460,827,117,1,2022-03-13
2461,923,43,4,2022-02-27
2462,283,20,3,2022-08-08
2463,591,148,1,2022-10-02
2464,72,21,3,2022-09-06
2465,263,82,1,2022-01-16
2466,703,57,4,2022-03-16
2467,879,178,4,2022-04-16
2468,887,74,4,2022-05-16
2469,942,98,3,2022-03-15
2470,575,154,3,2022-09-11
2471,1000,158,1,2022-01-18
2472,892,110,2,2022-02-12
2473,12,115,2,2022-02-19
2474,141,159,4,2022-01-03
2475,766,42,2,2022-08-20
2476,555,68,4,2022-08-07
2477,17,189,1,2022-02-28
2478,63,189,2,2022-10-11
2479,253,70,2,2022-10-29
2480,465,78,4,2022-03-05
2481,376,196,1,2022-03-11
2482,804,90,2,2022-10-30
2483,981,111,2,2022-05-22
2484,520,112,2,2022-07-21
2485,837,103,1,2022-07-26
2486,90,145,1,2022-08-09
2487,720,19,2,2022-12-28
2488,804,179,4,2022-09-03
2489,796,70,4,2022-03-22
2490,630,63,2,2022-09-08
2491,861,75,1,2022-02-20
2492,175,158,2,2022-10-12
2493,76,153,1,2022-12-12
2494,613,104,2,2022-07-23
2495,926,75,1,2022-01-25
2496,663,128,3,2022-02-10
2497,400,199,4,2022-03-10
2498,782,154,3,2022-01-04
2499,970,56,4,2022-08-28
2500,71,22,1,2022-12-27
2501,180,89,3,2022-01-31
2502,124,19,4,2022-04-27
2503,381,159,2,2022-07-14
2504,293,26,1,2022-03-31
2505,797,170,1,2022-06-27
2506,195,169,2,2022-05-25
2507,911,23,2,2022-07-21
2508,228,47,4,2022-11-18
2509,431,13,1,2022-12-10
2510,942,66,4,2022-07-22
2511,436,194,2,2022-01-24
2512,787,144,1,2022-12-21
2513,461,73,2,2022-04-15
2514,618,156,4,2022-10-02
2515,21,77,4,2022-11-18
2516,64,163,4,2022-03-01
2517,165,169,1,2022-01-15
2518,27,31,2,2022-03-26
2519,311,85,2,2022-07-16
2520,285,160,4,2022-08-23
2521,660,182,4,2022-12-10
2522,281,200,4,2022-09-20
2523,838,59,4,2022-01-06
2524,831,41,3,2022-10-16
2525,164,112,3,2022-02-27
2526,898,194,3,2022-05-25
2527,918,96,4,2022-02-11
2528,224,182,4,2022-12-16
2529,784,168,2,2022-07-19
2530,146,122,1,2022-06-23
2531,965,156,2,2022-12-01
2532,950,165,3,2022-04-05
2533,868,105,2,2022-08-05
2534,30,193,4,2022-04-21
2535,45,74,3,2022-12-19
2536,787,183,3,2022-06-29
2537,471,132,1,2022-06-12
2538,34,99,1,2022-04-29
2539,653,126,3,2022-11-21
2540,427,138,3,2022-08-16
2541,830,175,2,2022-05-25
2542,886,75,3,2022-11-04
2543,221,14,4,2022-05-22
2544,868,38,2,2022-05-02
2545,534,140,4,2022-10-12
2546,692,45,4,2022-08-14
2547,948,145,4,2022-12-26
2548,367,163,3,2022-09-14
2549,932,194,1,2022-10-12
2550,841,75,1,2022-06-14
2551,743,169,4,2022-08-09
2552,915,195,3,2022-03-10
2553,550,29,2,2022-11-05
2554,582,18,4,2022-08-12
2555,116,20,2,2022-05-04
2556,239,14,2,2022-12-10
2557,335,162,3,2022-12-05
2558,441,177,3,2022-01-12
2559,148,54,1,2022-02-21
2560,9,31,1,2022-05-09
2561,288,58,3,2022-05-15
2562,388,104,4,2022-05-25
2563,50,170,1,2022-05-07
2564,850,186,2,2022-08-14
2565,517,128,4,2022-03-12
2566,916,158,2,2022-09-30
2567,855,25,3,2022-07-06
2568,638,191,2,2022-01-03
2569,587,19,4,2022-10-12
2570,677,200,3,2022-01-22
2571,278,136,4,2022-06-15
2572,954,3,2,2022-11-06
2573,836,195,4,2022-12-29
2574,989,86,3,2022-09-03
2575,300,145,2,2022-08-22
2576,802,142,2,2022-11-21
2577,589,9,1,2022-06-07
2578,810,190,1,2022-05-31
2579,649,94,4,2022-08-01
2580,618,149,1,2022-08-06
2581,607,165,1,2022-09-03
2582,135,139,1,2022-10-30
2583,580,20,1,2022-10-03
2584,147,35,3,2022-05-31
2585,490,53,3,2022-07-15
2586,478,175,1,2022-01-21
2587,159,110,4,2022-09-14
2588,384,180,3,2022-01-17
2589,163,136,1,2022-02-20
2590,441,4,3,2022-09-27
2591,853,155,2,2022-11-11
2592,189,172,3,2022-03-24
2593,415,168,3,2022-11-02
2594,339,102,4,2022-05-04
2595,607,47,3,2022-10-17
2596,181,94,4,2022-09-19
2597,288,172,2,2022-12-31
2598,834,48,1,2022-02-18
2599,187,91,4,2022-01-06
2600,884,180,3,2022-04-27
2601,138,84,3,2022-04-28
2602,130,68,4,2022-09-20
2603,194,139,2,2022-12-19
2604,316,125,1,2022-05-09
2605,984,73,3,2022-06-20
2606,785,4,2,2022-01-27
2607,864,76,1,2022-07-18
2608,144,73,1,2022-11-10
2609,16,77,3,2022-12-11
2610,302,48,4,2022-04-07
2611,423,154,3,2022-01-17
2612,245,102,3,2022-06-22
2613,927,106,3,2022-04-11
2614,107,77,2,2022-07-05
2615,88,39,4,2022-07-03
2616,129,58,2,2022-08-03
2617,907,19,3,2022-09-08
2618,887,88,4,2022-08-04
2619,341,113,1,2022-01-29
2620,4,77,4,2022-04-12
2621,327,77,3,2022-05-03
2622,410,186,4,2022-02-23
2623,879,28,1,2022-10-10
2624,306,66,1,2022-04-12
2625,908,10,4,2022-04-27
2626,607,126,1,2022-04-14
2627,721,58,2,2022-02-14
2628,225,142,4,2022-04-24
2629,971,125,1,2022-12-09
2630,348,112,1,2022-01-31
2631,992,84,4,2022-06-13
2632,321,143,2,2022-07-08
2633,559,96,4,2022-10-20
2634,988,33,1,2022-07-14
2635,181,145,4,2022-10-19
2636,618,152,1,2022-09-18
2637,711,158,3,2022-07-26
2638,386,190,4,2022-02-21
2639,618,141,4,2022-02-18
2640,792,190,1,2022-01-06
2641,772,47,1,2022-08-12
2642,108,112,1,2022-01-23
2643,531,144,1,2022-05-25
2644,410,194,4,2022-04-20
2645,971,43,1,2022-07-31
2646,296,8,4,2022-10-27
2647,818,3,2,2022-02-10
2648,171,125,4,2022-06-21
2649,331,12,1,2022-07-05
2650,493,84,1,2022-08-02
2651,195,16,2,2022-11-02
2652,12,78,4,2022-02-21
2653,195,59,2,2022-03-11
2654,490,177,4,2022-07-15
2655,795,63,1,2022-05-31
2656,881,190,4,2022-04-19
2657,182,49,1,2022-04-28
2658,962,51,1,2022-12-31
2659,817,33,3,2022-04-05
2660,656,30,3,2022-09-13
2661,898,187,4,2022-02-13
2662,316,76,1,2022-03-08
2663,694,15,2,2022-06-05
2664,30,82,1,2022-11-19
2665,596,92,2,2022-07-25
2666,678,23,4,2022-10-01
2667,796,94,4,2022-06-04
2668,793,45,2,2022-06-28
2669,96,62,2,2022-03-01
2670,381,199,1,2022-03-15
2671,778,15,4,2022-02-18
2672,444,46,1,2022-09-28
2673,298,64,2,2022-03-14
2674,808,174,3,2022-07-15
2675,737,184,3,2022-06-28
2676,845,172,3,2022-02-17
2677,361,75,2,2022-03-13
2678,374,157,1,2022-04-23
2679,554,190,4,2022-09-02
